,Company,Model,Price,Year,Kilometer,Transmission,Location,Color,Owner,Seller Type,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Base Model,Car Age,Age Segment,Price Segment,Engine CC,Max Power,Fuel_Diesel,Fuel_Hybrid,Fuel_LPG,Fuel_Petrol,Fuel_Petrol+CNG
1443,Ford,Ecosport Trend 1.5 TDCi,285000,2013,72000,1,Faridabad,Silver,1,Individual,204.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,Ecosport Trend,12,11–15 yrs,Low to Mid Range,1498,89.0,1,0,0,0,0
1444,Chevrolet,Beat LT Diesel,229999,2011,41215,1,Hyderabad,Silver,1,Individual,150.0,FWD,3640.0,1595.0,1520.0,5.0,35.0,Beat Lt,14,11–15 yrs,Low to Mid Range,936,58.0,1,0,0,0,0
1445,Volvo,XC40 T4 R-Design,4400000,2020,16519,2,Mumbai,White,1,Corporate,300.0,FWD,4425.0,1863.0,1652.0,5.0,54.0,Xc40 T4,5,4–6 yrs,Low to Mid Range,1969,187.0,0,0,0,1,0
1446,Maruti Suzuki,Alto VXi,200000,2011,51000,1,Mumbai,Orange,2,Individual,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,Alto Vxi,14,11–15 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
1447,Maruti Suzuki,Vitara Brezza ZDi Plus AGS,1011000,2019,74179,2,Mumbai,Silver,1,Individual,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Vitara Brezza,6,4–6 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
1448,Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],6500000,2020,13000,2,Mumbai,Silver,1,Individual,400.0,AWD,4658.0,1890.0,1644.0,5.0,66.0,Glc 220D,5,4–6 yrs,High Range,1950,192.0,1,0,0,0,0
1449,Maruti Suzuki,S-Cross Alpha 1.6,1063000,2019,31056,1,Hyderabad,Others,1,Individual,320.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,S-Cross Alpha,6,4–6 yrs,Low to Mid Range,1598,118.0,1,0,0,0,0
1450,Maruti Suzuki,Ertiga VXI AT,675000,2016,49148,2,Mumbai,Blue,2,Individual,130.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,Ertiga Vxi,9,7–10 yrs,Low to Mid Range,1373,94.0,0,0,0,1,0
1451,Mercedes-Benz,E-Class E 220 d Avantgarde,7475000,2021,13000,2,Delhi,Black,1,Individual,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,E-Class E,4,4–6 yrs,High Range,1950,192.0,1,0,0,0,0
1452,Mercedes-Benz,GLC 220d 4MATIC Progressive,7000000,2021,19000,2,Mumbai,Black,1,Individual,400.0,AWD,4658.0,1890.0,1644.0,5.0,66.0,Glc 220D,4,4–6 yrs,High Range,1950,192.0,1,0,0,0,0
1453,Audi,Q5 2.0 TDI quattro Premium,2175000,2015,152000,2,Surat,White,1,Individual,380.0,AWD,4629.0,1898.0,1653.0,5.0,75.0,Q5 2.0,10,7–10 yrs,Low to Mid Range,1968,174.0,1,0,0,0,0
1454,Honda,City VX CVT,690000,2015,59000,2,Faridabad,Silver,1,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City Vx,10,7–10 yrs,Low to Mid Range,1497,117.0,0,0,0,1,0
1455,Audi,A3 35 TDI Technology + Sunroof,1525000,2016,32000,2,Delhi,Red,1,Individual,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,A3 35,9,7–10 yrs,Low to Mid Range,1968,141.0,1,0,0,0,0
1456,Honda,Accord 2.4 AT,475000,2011,72000,2,Delhi,Gold,1,Individual,222.0,FWD,4950.0,1845.0,1475.0,5.0,70.0,Accord 2.4,14,11–15 yrs,Low to Mid Range,2354,178.0,0,0,0,1,0
1457,Hyundai,Verna SX Plus 1.6 CRDi AT,1123000,2017,80000,2,Bangalore,Silver,1,Individual,260.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,Verna Sx,8,7–10 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
1458,Maruti Suzuki,Ertiga ZXi AT,990000,2019,21894,2,Delhi,White,1,Individual,138.0,FWD,4395.0,1735.0,1690.0,7.0,45.0,Ertiga Zxi,6,4–6 yrs,Low to Mid Range,1462,103.0,0,0,0,1,0
1459,BMW,5-Series 530d M Sport [2013-2017],5250000,2018,21000,2,Chennai,Blue,1,Individual,560.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,5-Series 530D,7,7–10 yrs,High Range,2993,258.0,1,0,0,0,0
1460,Honda,Amaze 1.5 VX i-DTEC,515000,2015,63587,1,Mumbai,Brown,1,Individual,200.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,Amaze 1.5,10,7–10 yrs,Low to Mid Range,1498,99.0,1,0,0,0,0
1461,Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],850000,2019,32000,2,Pune,Grey,1,Individual,138.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz Delta,6,4–6 yrs,Low to Mid Range,1462,103.0,0,0,0,1,0
1462,Maruti Suzuki,Vitara Brezza VDi,865000,2018,53694,1,Pune,Grey,2,Individual,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Vitara Brezza,7,7–10 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
1463,Maruti Suzuki,Swift DZire VDi,365000,2009,140000,1,Coimbatore,White,2,Individual,190.0,FWD,4160.0,1690.0,1530.0,5.0,43.0,Swift Dzire,16,15+ yrs,Low to Mid Range,1248,75.0,1,0,0,0,0
1464,Mercedes-Benz,GL-Class 350 CDI,3390000,2015,91100,2,Delhi,Silver,1,Individual,619.0,AWD,5120.0,1934.0,1850.0,7.0,100.0,Gl-Class 350,10,7–10 yrs,Low to Mid Range,2987,258.0,1,0,0,0,0
1465,Audi,A6 2.0 TDI Premium Plus,1450000,2014,58000,2,Delhi,Black,2,Individual,380.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,A6 2.0,11,11–15 yrs,Low to Mid Range,1968,177.0,1,0,0,0,0
1466,Mahindra,Scorpio S2,650000,2015,104000,1,Roorkee,White,1,Individual,200.0,RWD,4456.0,1820.0,1930.0,8.0,60.0,Scorpio S2,10,7–10 yrs,Low to Mid Range,2523,75.0,1,0,0,0,0
1467,Audi,A4 2.0 TDI (177bhp) Premium Plus,1175000,2013,50000,2,Pune,White,1,Individual,380.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,A4 2.0,12,11–15 yrs,Low to Mid Range,1968,177.0,1,0,0,0,0
1468,Hyundai,Eon Magna +,325000,2017,56000,1,Dehradun,Silver,1,Individual,75.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,Eon Magna,8,7–10 yrs,Low to Mid Range,814,55.0,0,0,0,1,0
1469,Renault,Duster 85 PS RxL Diesel,525000,2014,48000,1,Patna,Silver,1,Individual,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,Duster 85,11,11–15 yrs,Low to Mid Range,1461,84.0,1,0,0,0,0
1470,Maruti Suzuki,Ertiga ZXi Plus,1225000,2021,23000,1,Bangalore,White,1,Individual,138.0,FWD,4395.0,1735.0,1690.0,7.0,45.0,Ertiga Zxi,4,4–6 yrs,Low to Mid Range,1462,103.0,0,0,0,1,0
1471,Hyundai,Elite i20 Asta 1.2,550000,2015,33000,1,Mumbai,Red,1,Individual,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,Elite I20,10,7–10 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
1472,Hyundai,Creta SX 1.6 CRDi,1275000,2019,58900,1,Agra,White,1,Individual,260.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,Creta Sx,6,4–6 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
1473,Land Rover,Discovery Sport HSE Luxury,3900000,2016,20000,2,Hyderabad,Grey,1,Individual,430.0,AWD,4600.0,2069.0,1690.0,7.0,65.0,Discovery Sport,9,7–10 yrs,Low to Mid Range,1999,177.0,1,0,0,0,0
1474,Renault,Kwid RXT [2015-2019],434999,2019,32000,1,Mysore,Grey,1,Individual,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,Kwid Rxt,6,4–6 yrs,Low to Mid Range,799,53.0,0,0,0,1,0
1475,Maruti Suzuki,Ertiga VXI,775000,2017,71000,1,Delhi,Silver,1,Individual,130.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,Ertiga Vxi,8,7–10 yrs,Low to Mid Range,1373,94.0,0,0,0,1,0
1476,Hyundai,i10 Sportz 1.2 AT,185000,2008,61000,2,Pune,Black,3,Individual,111.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,I10 Sportz,17,15+ yrs,Low to Mid Range,1197,80.0,0,0,0,1,0
1477,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],560000,2017,29000,1,Bangalore,Grey,1,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,8,7–10 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
1478,Toyota,Innova 2.5 ZX 7 STR BS-IV,1000000,2014,158690,1,Ahmedabad,Silver,2,Individual,200.0,RWD,4585.0,1760.0,1760.0,7.0,55.0,Innova 2.5,11,11–15 yrs,Low to Mid Range,2494,100.0,1,0,0,0,0
1479,Mercedes-Benz,GLE 350 d,5000000,2016,61000,2,Mumbai,Grey,1,Individual,620.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,Gle 350,9,7–10 yrs,Low to Mid Range,2987,255.0,1,0,0,0,0
1480,Maruti Suzuki,Ciaz ZDi (O) [2014-2015],635000,2016,92000,1,Mohali,White,2,Individual,200.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz Zdi,9,7–10 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
1481,Maruti Suzuki,DZire VXi,650000,2020,42000,1,Lucknow,White,1,Individual,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,Dzire Vxi,5,4–6 yrs,Low to Mid Range,1197,89.0,0,0,0,1,0
1482,Datsun,Go T (O),345000,2019,60969,1,Ranchi,Silver,1,Individual,104.0,FWD,3785.0,1635.0,1485.0,5.0,35.0,Go T,6,4–6 yrs,Low to Mid Range,1198,67.0,0,0,0,1,0
1483,Mahindra,XUV500 W6 2013,865000,2017,93000,1,Ahmedabad,White,1,Individual,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,Xuv500 W6,8,7–10 yrs,Low to Mid Range,2179,140.0,1,0,0,0,0
1484,Audi,A4 2.0 TDI (143bhp),1380000,2014,100000,2,Bangalore,Black,1,Individual,320.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,A4 2.0,11,11–15 yrs,Low to Mid Range,1968,141.0,1,0,0,0,0
1485,Maruti Suzuki,Ciaz S 1.4 MT,585000,2018,31000,1,Kolkata,Brown,1,Individual,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz S,7,7–10 yrs,Low to Mid Range,1373,91.0,0,0,0,1,0
1486,Toyota,Glanza G,690000,2020,55000,1,Lucknow,Blue,1,Individual,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,Glanza G,5,4–6 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
1487,Maruti Suzuki,Wagon R LXI CNG (O),380000,2018,68320,1,Faridabad,Silver,1,Individual,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,Wagon R,7,7–10 yrs,Low to Mid Range,998,58.0,0,0,0,0,0
1488,Tata,Hexa XM 4x2 7 STR,850000,2018,65000,1,Patna,White,1,Individual,400.0,RWD,4788.0,1903.0,1791.0,7.0,60.0,Hexa Xm,7,7–10 yrs,Low to Mid Range,2179,154.0,1,0,0,0,0
1489,Toyota,Fortuner 3.0 4x4 MT,1750000,2013,95000,1,Chennai,White,2,Individual,343.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,Fortuner 3.0,12,11–15 yrs,Low to Mid Range,2982,169.0,1,0,0,0,0
1490,Maruti Suzuki,Ritz Vdi BS-IV,275000,2013,85785,1,Ambala Cantt,Silver,2,Individual,190.0,FWD,3775.0,1680.0,1620.0,5.0,43.0,Ritz Vdi,12,11–15 yrs,Low to Mid Range,1248,73.0,1,0,0,0,0
1491,Volkswagen,Vento Comfortline 1.6 (P),690000,2018,38000,1,Dehradun,Gold,1,Individual,153.0,FWD,4390.0,1699.0,1467.0,5.0,55.0,Vento Comfortline,7,7–10 yrs,Low to Mid Range,1598,103.0,0,0,0,1,0
1492,Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,1130000,2020,12905,1,Bangalore,White,1,Individual,172.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,Elite I20,5,4–6 yrs,Low to Mid Range,998,118.0,0,0,0,1,0
1493,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2295000,2019,26000,2,Mumbai,Silver,1,Individual,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.8,6,4–6 yrs,Low to Mid Range,2755,172.0,1,0,0,0,0
1494,Mercedes-Benz,A-Class Sedan 200,4100000,2021,9000,2,Chennai,Blue,1,Individual,250.0,FWD,4549.0,1796.0,1446.0,5.0,43.0,A-Class Sedan,4,4–6 yrs,Low to Mid Range,1332,161.0,0,0,0,1,0
1495,Tata,Nexon XM Diesel,725000,2018,65000,1,Amritsar,White,2,Individual,260.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,Nexon Xm,7,7–10 yrs,Low to Mid Range,1497,108.0,1,0,0,0,0
1496,Hyundai,Elite i20 Magna Executive 1.2,595000,2019,48000,1,Delhi,White,1,Individual,115.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,Elite I20,6,4–6 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
1497,Hyundai,i10 Magna 1.2 Kappa2,290000,2011,91000,1,Ahmedabad,White,1,Individual,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0,I10 Magna,14,11–15 yrs,Low to Mid Range,1197,79.0,0,0,0,1,0
1498,Jeep,Wrangler Rubicon,6100000,2022,15000,2,Mumbai,Red,1,Individual,400.0,AWD,4882.0,1894.0,1848.0,5.0,81.0,Wrangler Rubicon,3,0–3 yrs,High Range,1995,268.0,0,0,0,1,0
1499,Mahindra,XUV300 1.5 W6 [2019-2020],1080000,2020,52000,1,Lucknow,White,1,Individual,300.0,FWD,3995.0,1821.0,1627.0,5.0,42.0,Xuv300 1.5,5,4–6 yrs,Low to Mid Range,1497,115.0,1,0,0,0,0
1500,Toyota,Etios GD,299000,2013,90000,1,Bulandshahar,Blue,3,Individual,170.0,FWD,4265.0,1695.0,1510.0,5.0,45.0,Etios Gd,12,11–15 yrs,Low to Mid Range,1364,68.0,1,0,0,0,0
1501,Maruti Suzuki,Swift Lxi (O) [2014-2017],575000,2018,58000,1,Delhi,Silver,1,Individual,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Lxi,7,7–10 yrs,Low to Mid Range,1197,83.0,0,0,0,0,1
1502,Honda,Amaze 1.2 S AT i-VTEC,390000,2014,67000,2,Delhi,Red,1,Individual,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,Amaze 1.2,11,11–15 yrs,Low to Mid Range,1198,87.0,0,0,0,1,0
1503,Mahindra,Scorpio S10,875000,2015,67000,1,Varanasi,White,1,Individual,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0,Scorpio S10,10,7–10 yrs,Low to Mid Range,2179,120.0,1,0,0,0,0
1504,Hyundai,Venue SX 1.4 CRDi,1175000,2021,37556,1,Nashik,White,1,Individual,220.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,Venue Sx,4,4–6 yrs,Low to Mid Range,1396,89.0,1,0,0,0,0
1505,Maruti Suzuki,Alto VXi,260000,2012,54000,1,Bangalore,Bronze,1,Individual,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,Alto Vxi,13,11–15 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
1506,Honda,Amaze 1.2 E i-VTEC,650000,2019,42000,1,Delhi,White,1,Individual,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,Amaze 1.2,6,4–6 yrs,Low to Mid Range,1198,87.0,0,0,0,1,0
1507,Volkswagen,Ameo Highline1.2L (P) [2016-2018],625000,2017,55000,1,Pune,Bronze,1,Individual,110.0,FWD,3995.0,1682.0,1483.0,5.0,45.0,Ameo Highline1.2L,8,7–10 yrs,Low to Mid Range,1198,74.0,0,0,0,1,0
1508,MG,Hector Sharp 2.0 Diesel [2019-2020],1725000,2019,23952,1,Bangalore,Red,1,Individual,350.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,Hector Sharp,6,4–6 yrs,Low to Mid Range,1956,169.0,1,0,0,0,0
1509,Maruti Suzuki,Wagon R LXI CNG (O),299000,2015,92000,1,Mumbai,Brown,2,Individual,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,Wagon R,10,7–10 yrs,Low to Mid Range,998,58.0,0,0,0,0,0
1510,Hyundai,i10 Sportz 1.2 AT Kappa2,375000,2013,34000,2,Mumbai,Red,1,Individual,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0,I10 Sportz,12,11–15 yrs,Low to Mid Range,1197,79.0,0,0,0,1,0
1511,Maruti Suzuki,Celerio ZXi AMT,639000,2020,44300,2,Dharwad,Silver,1,Individual,90.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,Celerio Zxi,5,4–6 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
1512,Maruti Suzuki,Ciaz VDi+ SHVS,591000,2015,65000,1,Ahmedabad,White,1,Individual,200.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz Vdi+,10,7–10 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
1513,Mercedes-Benz,GLE 250 d,4200000,2018,102000,2,Patna,Black,1,Individual,500.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,Gle 250,7,7–10 yrs,Low to Mid Range,2143,201.0,1,0,0,0,0
1514,Honda,City 1.5 S AT,250000,2009,110000,2,Delhi,Grey,1,Individual,146.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,City 1.5,16,15+ yrs,Low to Mid Range,1497,118.0,0,0,0,1,0
1515,Kia,Seltos HTX 1.5 [2020-2021],1399000,2021,11000,1,Pune,Silver,1,Individual,144.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,Seltos Htx,4,4–6 yrs,Low to Mid Range,1497,113.0,0,0,0,1,0
1516,Hyundai,Aura S 1.2 CNG,740000,2020,39000,1,Mumbai,Silver,1,Individual,95.0,FWD,3995.0,1680.0,1520.0,5.0,65.0,Aura S,5,4–6 yrs,Low to Mid Range,1197,68.0,0,0,0,0,0
1517,Hyundai,i10 Magna,175000,2009,65000,1,Jamshedpur,Blue,2,Individual,99.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,I10 Magna,16,15+ yrs,Low to Mid Range,1086,67.0,0,0,0,1,0
1518,BMW,5-Series 530d M Sport [2013-2017],1600000,2013,80000,2,Delhi,Blue,2,Individual,560.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,5-Series 530D,12,11–15 yrs,Low to Mid Range,2993,258.0,1,0,0,0,0
1519,Honda,City S Diesel,250000,2017,132683,1,Kolkata,Bronze,1,Individual,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City S,8,7–10 yrs,Low to Mid Range,1498,99.0,1,0,0,0,0
1520,Renault,Duster 85 PS Sandstorm Edition Diesel,625000,2017,81000,1,Mohali,White,1,Individual,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,Duster 85,8,7–10 yrs,Low to Mid Range,1461,84.0,1,0,0,0,0
1521,BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,30000,2,Delhi,Black,1,Individual,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,5-Series 520D,6,4–6 yrs,Low to Mid Range,1995,188.0,1,0,0,0,0
1522,Maruti Suzuki,Swift ZXi,575000,2015,50599,1,Chennai,White,2,Individual,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Zxi,10,7–10 yrs,Low to Mid Range,1197,85.0,0,0,0,1,0
1523,BMW,X1 sDrive20d xLine,2800000,2017,29000,2,Bangalore,Brown,2,Individual,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,X1 Sdrive20D,8,7–10 yrs,Low to Mid Range,1995,184.0,1,0,0,0,0
1524,Honda,Jazz VX CVT Petrol,785000,2018,23000,2,Chennai,Red,1,Individual,110.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,Jazz Vx,7,7–10 yrs,Low to Mid Range,1199,89.0,0,0,0,1,0
1525,Land Rover,Discovery Sport HSE Luxury 7-Seater,4575000,2019,50000,2,Karnal,Blue,1,Individual,420.0,AWD,4600.0,2069.0,1724.0,7.0,65.0,Discovery Sport,6,4–6 yrs,Low to Mid Range,2179,188.0,1,0,0,0,0
1526,Audi,Q3 35 TDI Premium + Sunroof,1950000,2016,84878,2,Nashik,White,2,Individual,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,Q3 35,9,7–10 yrs,Low to Mid Range,1968,174.0,1,0,0,0,0
1527,BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,31000,2,Delhi,Black,1,Individual,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,5-Series 520D,6,4–6 yrs,Low to Mid Range,1995,188.0,1,0,0,0,0
1528,Toyota,Innova 2.4 VX 8 STR [2016-2020],1998999,2019,71063,1,Navi Mumbai,Silver,1,Individual,343.0,RWD,4735.0,1830.0,1795.0,8.0,55.0,Innova 2.4,6,4–6 yrs,Low to Mid Range,2393,148.0,1,0,0,0,0
1529,Ford,Ecosport Ambiente 1.5L Ti-VCT,475000,2016,69001,1,Delhi,White,1,Individual,140.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,Ecosport Ambiente,9,7–10 yrs,Low to Mid Range,1499,110.0,0,0,0,1,0
1530,Hyundai,Verna Fluidic 1.6 CRDi SX,415000,2014,62000,1,Delhi,Silver,2,Individual,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,Verna Fluidic,11,11–15 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
1531,Hyundai,i20 Magna (O) 1.4 CRDI,375000,2012,82000,1,Chandigarh,White,1,Individual,219.744,FWD,3995.0,1710.0,1505.0,5.0,45.0,I20 Magna,13,11–15 yrs,Low to Mid Range,1336,89.0,1,0,0,0,0
1532,Toyota,Etios V,300000,2011,49200,1,Mumbai,Silver,1,Individual,132.0,FWD,4265.0,1695.0,1510.0,5.0,45.0,Etios V,14,11–15 yrs,Low to Mid Range,1496,80.0,0,0,0,1,0
1533,Mahindra,Thar LX 4-STR Hard Top Petrol MT,1500000,2021,8000,1,Agra,Red,2,Individual,300.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,Thar Lx,4,4–6 yrs,Low to Mid Range,1997,150.0,0,0,0,1,0
1534,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],975000,2019,58000,1,Mumbai,White,1,Individual,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Vitara Brezza,6,4–6 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
1535,Maruti Suzuki,Alto VXi [2014-2019],370000,2015,64000,1,Mohali,Grey,1,Individual,90.0,FWD,3545.0,1490.0,1475.0,5.0,35.0,Alto Vxi,10,7–10 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
1536,Hyundai,i10 Era 1.1 iRDE2 [2010-2017],250000,2012,48568,1,Mumbai,White,1,Individual,99.08,FWD,3585.0,1595.0,1550.0,5.0,35.0,I10 Era,13,11–15 yrs,Low to Mid Range,1086,68.0,0,0,0,1,0
1537,Jaguar,XJ 3.0 V6 Portfolio,3150000,2014,66500,2,Delhi,White,1,Individual,600.0,RWD,5252.0,1899.0,1457.0,5.0,83.0,Xj 3.0,11,11–15 yrs,Low to Mid Range,2993,271.0,1,0,0,0,0
1538,Mahindra,XUV500 W9 [2018-2020],1115000,2018,58590,1,Kolkata,Grey,1,Individual,360.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,Xuv500 W9,7,7–10 yrs,Low to Mid Range,2179,153.0,1,0,0,0,0
1539,Hyundai,i10 Era,130000,2009,59000,1,Kanpur,Silver,2,Individual,99.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,I10 Era,16,15+ yrs,Low to Mid Range,1086,67.0,0,0,0,1,0
1540,Maruti Suzuki,Swift VXi,299000,2013,47000,1,Kolkata,Silver,1,Individual,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Vxi,12,11–15 yrs,Low to Mid Range,1197,85.0,0,0,0,1,0
1541,Hyundai,i20 Magna 1.2,300000,2014,40000,1,Kolkata,Silver,1,Individual,113.796,FWD,3995.0,1710.0,1505.0,5.0,45.0,I20 Magna,11,11–15 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
1542,Skoda,Superb Sportline AT,3325000,2021,13092,2,Mumbai,White,1,Individual,320.0,FWD,4869.0,1864.0,1469.0,5.0,66.0,Superb Sportline,4,4–6 yrs,Low to Mid Range,1984,188.0,0,0,0,1,0
1543,Audi,A4 35 TDI Premium,1950000,2016,57057,2,Ludhiana,White,1,Individual,380.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,A4 35,9,7–10 yrs,Low to Mid Range,1968,177.0,1,0,0,0,0
1544,Maruti Suzuki,Swift DZire VDI,500000,2015,90000,1,Ludhiana,White,1,Individual,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,10,7–10 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
1545,Hyundai,i20 Active 1.2 SX,595000,2015,45000,1,Thane,White,1,Individual,115.0,FWD,3995.0,1760.0,1555.0,5.0,45.0,I20 Active,10,7–10 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
1546,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],484999,2018,44000,2,Delhi,Grey,1,Individual,90.0,FWD,3715.0,1635.0,1565.0,5.0,35.0,Celerio X,7,7–10 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
1547,Mahindra,Thar LX 4-STR Convertible Diesel MT,1700000,2021,17000,1,Karnal,Silver,1,Individual,300.0,AWD,3985.0,1820.0,1855.0,4.0,57.0,Thar Lx,4,4–6 yrs,Low to Mid Range,2184,130.0,1,0,0,0,0
1548,Maruti Suzuki,Wagon R VXi 1.2,579000,2019,50860,1,Bangalore,Grey,1,Individual,113.0,FWD,3655.0,1620.0,1675.0,5.0,32.0,Wagon R,6,4–6 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
1549,Ford,Endeavour Titanium 2.0 4x2 AT,3800000,2020,20000,2,Karnal,Black,1,Individual,420.0,RWD,4903.0,1869.0,1837.0,7.0,80.0,Endeavour Titanium,5,4–6 yrs,Low to Mid Range,1996,168.0,1,0,0,0,0
1550,Toyota,Fortuner 2.8 4x2 AT [2016-2020],3290000,2018,51000,2,Mumbai,White,1,Individual,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,Fortuner 2.8,7,7–10 yrs,Low to Mid Range,2755,174.0,1,0,0,0,0
1551,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],4250000,2018,24000,2,Hyderabad,White,1,Individual,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,C-Class C,7,7–10 yrs,Low to Mid Range,1950,192.0,1,0,0,0,0
1552,Maruti Suzuki,Baleno Delta 1.2,535000,2017,34908,1,Mumbai,Grey,1,Corporate,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,Baleno Delta,8,7–10 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
